Category,Rating
BUSINESS,4.3
BUSINESS,4.1
BUSINESS,4.4
BUSINESS,4.1
BUSINESS,4.1
BUSINESS,4.5
BUSINESS,4.4
BUSINESS,4.4
BUSINESS,4.3
BUSINESS,4.4
BUSINESS,4.6
BUSINESS,4.2
BUSINESS,4.4
BUSINESS,4.7
BUSINESS,3.8
BUSINESS,3.9
BUSINESS,4.173243045387998
BUSINESS,4.3
BUSINESS,4.4
BUSINESS,4.7
BUSINESS,4.5
BUSINESS,4.2
BUSINESS,4.7
BUSINESS,4.8
BUSINESS,4.2
BUSINESS,4.3
BUSINESS,4.4
BUSINESS,4.1
BUSINESS,3.8
BUSINESS,4.3
BUSINESS,3.8
BUSINESS,3.5
BUSINESS,4.1
BUSINESS,4.6
BUSINESS,4.3
BUSINESS,4.5
BUSINESS,4.1
BUSINESS,4.5
BUSINESS,4.6
BUSINESS,4.0
BUSINESS,4.2
BUSINESS,4.4
BUSINESS,4.0
BUSINESS,4.2
BUSINESS,4.2
BUSINESS,4.1
BUSINESS,3.8
BUSINESS,3.9
BUSINESS,3.9
BUSINESS,4.5
COMICS,4.5
COMICS,4.6
COMICS,4.7
COMICS,4.7
COMICS,4.8
COMICS,3.9
COMICS,4.1
COMICS,4.4
COMICS,4.6
COMICS,4.5
COMICS,4.7
COMICS,4.4
COMICS,4.5
COMICS,3.9
COMICS,3.2
COMICS,3.2
COMICS,4.1
COMICS,4.5
COMICS,4.2
COMICS,4.2
COMICS,3.7
COMICS,4.5
COMICS,4.6
COMICS,4.5
COMICS,4.173243045387998
COMICS,4.7
COMICS,4.4
COMICS,3.5
COMICS,3.3
COMICS,4.5
COMICS,4.4
COMICS,4.2
COMICS,5.0
COMICS,4.4
COMICS,4.7
COMICS,4.4
COMICS,4.4
COMICS,4.6
COMMUNICATION,4.0
COMMUNICATION,4.4
COMMUNICATION,4.3
COMMUNICATION,4.3
COMMUNICATION,4.4
COMMUNICATION,4.3
COMMUNICATION,4.0
COMMUNICATION,4.3
COMMUNICATION,4.3
COMMUNICATION,4.4
COMMUNICATION,4.3
COMMUNICATION,4.3
COMMUNICATION,4.3
COMMUNICATION,4.3
COMMUNICATION,4.3
COMMUNICATION,4.0
COMMUNICATION,4.5
COMMUNICATION,4.3
COMMUNICATION,3.7
COMMUNICATION,4.5
COMMUNICATION,3.9
COMMUNICATION,4.4
COMMUNICATION,3.6
COMMUNICATION,4.4
COMMUNICATION,4.2
COMMUNICATION,4.4
COMMUNICATION,4.1
COMMUNICATION,4.4
COMMUNICATION,4.3
COMMUNICATION,4.2
COMMUNICATION,4.2
COMMUNICATION,4.4
COMMUNICATION,4.4
COMMUNICATION,3.9
COMMUNICATION,4.2
COMMUNICATION,4.4
COMMUNICATION,4.6
COMMUNICATION,4.3
COMMUNICATION,4.3
COMMUNICATION,4.4
COMMUNICATION,3.7
COMMUNICATION,4.3
COMMUNICATION,3.9
COMMUNICATION,4.5
COMMUNICATION,3.7
COMMUNICATION,4.3
COMMUNICATION,4.0
COMMUNICATION,4.1
COMMUNICATION,4.2
COMMUNICATION,4.2
COMMUNICATION,4.1
COMMUNICATION,4.4
COMMUNICATION,4.1
COMMUNICATION,4.3
COMMUNICATION,4.3
COMMUNICATION,4.5
COMMUNICATION,4.3
COMMUNICATION,4.2
COMMUNICATION,4.2
COMMUNICATION,4.5
COMMUNICATION,4.3
COMMUNICATION,4.3
COMMUNICATION,4.3
COMMUNICATION,4.2
COMMUNICATION,4.6
COMMUNICATION,4.2
COMMUNICATION,4.5
COMMUNICATION,4.1
COMMUNICATION,4.2
COMMUNICATION,4.1
COMMUNICATION,4.3
COMMUNICATION,4.1
COMMUNICATION,4.2
COMMUNICATION,4.0
COMMUNICATION,4.2
COMMUNICATION,4.2
COMMUNICATION,4.3
COMMUNICATION,4.4
COMMUNICATION,4.2
COMMUNICATION,4.4
COMMUNICATION,4.2
COMMUNICATION,4.8
COMMUNICATION,4.4
COMMUNICATION,4.4
COMMUNICATION,4.4
COMMUNICATION,4.0
COMMUNICATION,4.5
COMMUNICATION,4.4
COMMUNICATION,4.1
COMMUNICATION,4.2
COMMUNICATION,4.5
COMMUNICATION,4.3
COMMUNICATION,4.5
COMMUNICATION,4.0
COMMUNICATION,4.2
COMMUNICATION,4.5
COMMUNICATION,4.6
COMMUNICATION,4.1
COMMUNICATION,4.0
COMMUNICATION,4.2
COMMUNICATION,4.6
COMMUNICATION,4.1
COMMUNICATION,4.3
COMMUNICATION,4.2
COMMUNICATION,4.3
COMMUNICATION,4.1
COMMUNICATION,4.6
DATING,4.2
DATING,2.6
DATING,4.173243045387998
DATING,4.173243045387998
DATING,4.173243045387998
DATING,3.5
DATING,4.0
DATING,4.1
DATING,3.7
DATING,4.1
DATING,4.2
DATING,4.5
DATING,4.4
DATING,4.2
DATING,4.0
DATING,4.1
DATING,3.1
DATING,4.4
DATING,4.2
DATING,4.1
DATING,3.9
DATING,4.3
DATING,4.4
DATING,3.5
DATING,4.0
DATING,3.3
DATING,4.5
DATING,4.4
DATING,4.1
DATING,3.9
DATING,3.9
DATING,3.6
DATING,4.0
DATING,3.6
DATING,3.4
DATING,4.2
DATING,4.1
DATING,3.4
DATING,3.0
DATING,4.6
DATING,4.1
DATING,3.9
DATING,1.9
DATING,3.5
DATING,2.5
DATING,3.9
DATING,3.4
DATING,3.5
DATING,4.4
DATING,3.8
DATING,4.2
DATING,2.5
DATING,2.8
DATING,4.1
DATING,4.2
DATING,3.5
DATING,4.3
DATING,3.3
DATING,4.1
DATING,4.2
DATING,3.5
DATING,4.2
DATING,4.4
DATING,4.1
DATING,4.2
DATING,4.3
DATING,3.0
DATING,4.0
DATING,3.3
DATING,4.1
DATING,3.7
DATING,4.0
DATING,4.0
DATING,4.1
DATING,3.3
DATING,4.4
DATING,4.3
DATING,3.4
DATING,4.0
DATING,3.6
DATING,4.2
DATING,3.5
DATING,4.0
DATING,4.1
DATING,4.4
DATING,4.2
DATING,4.1
DATING,4.2
DATING,3.9
DATING,4.1
DATING,3.9
DATING,4.0
DATING,4.2
DATING,4.5
DATING,3.9
DATING,3.6
DATING,4.4
DATING,3.5
DATING,4.4
DATING,4.8
DATING,4.6
DATING,4.7
DATING,4.8
DATING,4.173243045387998
DATING,2.7
DATING,5.0
DATING,4.173243045387998
DATING,4.8
DATING,5.0
DATING,4.8
DATING,4.173243045387998
DATING,4.9
DATING,3.0
DATING,4.173243045387998
DATING,4.173243045387998
DATING,4.7
DATING,4.173243045387998
DATING,4.173243045387998
DATING,1.0
DATING,4.173243045387998
DATING,4.173243045387998
DATING,4.173243045387998
DATING,4.173243045387998
DATING,4.173243045387998
DATING,4.173243045387998
DATING,4.173243045387998
DATING,5.0
DATING,4.7
DATING,4.173243045387998
DATING,5.0
DATING,4.173243045387998
DATING,4.173243045387998
DATING,4.173243045387998
DATING,5.0
DATING,4.173243045387998
DATING,4.173243045387998
DATING,4.173243045387998
DATING,4.173243045387998
DATING,3.0
DATING,4.1
DATING,4.173243045387998
DATING,4.173243045387998
DATING,4.173243045387998
DATING,4.173243045387998
DATING,4.173243045387998
DATING,4.173243045387998
DATING,4.173243045387998
DATING,5.0
DATING,3.7
DATING,4.5
DATING,4.2
DATING,4.173243045387998
DATING,4.173243045387998
DATING,4.173243045387998
DATING,4.3
DATING,4.173243045387998
DATING,4.4
DATING,3.4
DATING,4.7
DATING,4.8
DATING,4.7
DATING,3.5
DATING,4.7
DATING,3.8
DATING,2.9
DATING,4.173243045387998
EDUCATION,4.7
EDUCATION,4.6
EDUCATION,4.7
EDUCATION,4.6
EDUCATION,4.7
EDUCATION,4.173243045387998
EDUCATION,4.5
EDUCATION,4.7
EDUCATION,4.8
EDUCATION,4.6
EDUCATION,4.6
EDUCATION,4.6
EDUCATION,4.2
EDUCATION,4.9
EDUCATION,3.8
EDUCATION,4.2
EDUCATION,4.4
EDUCATION,4.4
EDUCATION,4.3
EDUCATION,4.5
EDUCATION,4.4
EDUCATION,4.6
EDUCATION,3.9
EDUCATION,4.4
EDUCATION,4.3
EDUCATION,4.4
EDUCATION,4.2
EDUCATION,4.4
EDUCATION,4.0
EDUCATION,4.2
EDUCATION,3.8
EDUCATION,4.5
EDUCATION,4.7
EDUCATION,4.5
EDUCATION,4.3
EDUCATION,4.2
EDUCATION,4.3
EDUCATION,4.7
EDUCATION,4.7
EDUCATION,4.6
EDUCATION,4.5
EDUCATION,4.4
EDUCATION,4.6
EDUCATION,4.5
EDUCATION,4.5
EDUCATION,4.4
EDUCATION,4.4
EDUCATION,4.2
EDUCATION,4.5
EDUCATION,4.1
EDUCATION,4.0
EDUCATION,4.1
EDUCATION,4.3
EDUCATION,4.3
EDUCATION,4.3
EDUCATION,4.6
EDUCATION,4.1
EDUCATION,4.6
EDUCATION,4.7
EDUCATION,4.7
EDUCATION,4.3
EDUCATION,4.7
EDUCATION,4.6
EDUCATION,4.6
EDUCATION,4.6
EDUCATION,4.3
EDUCATION,4.2
EDUCATION,4.0
EDUCATION,4.5
EDUCATION,4.2
EDUCATION,4.1
EDUCATION,4.4
EDUCATION,4.0
EDUCATION,4.5
EDUCATION,4.4
EDUCATION,4.0
EDUCATION,4.2
EDUCATION,4.3
EDUCATION,4.2
EDUCATION,4.5
EDUCATION,4.2
EDUCATION,4.6
EDUCATION,4.2
EDUCATION,4.7
EDUCATION,4.4
EDUCATION,4.4
EDUCATION,4.0
EDUCATION,4.6
EDUCATION,4.4
EDUCATION,4.3
EDUCATION,4.1
EDUCATION,4.2
EDUCATION,4.3
EDUCATION,4.3
EDUCATION,4.3
EDUCATION,4.0
EDUCATION,4.2
EDUCATION,4.0
EDUCATION,4.0
EDUCATION,3.8
EDUCATION,4.1
EDUCATION,3.9
EDUCATION,4.1
EDUCATION,4.5
EDUCATION,4.4
EDUCATION,4.0
EDUCATION,4.4
EDUCATION,4.5
EDUCATION,4.3
EDUCATION,4.5
EDUCATION,4.2
EDUCATION,3.5
EDUCATION,4.8
EDUCATION,4.4
EDUCATION,4.1
EDUCATION,4.9
EDUCATION,4.7
EDUCATION,4.7
EDUCATION,4.7
ENTERTAINMENT,4.4
ENTERTAINMENT,4.0
ENTERTAINMENT,4.2
ENTERTAINMENT,4.3
ENTERTAINMENT,4.5
ENTERTAINMENT,3.5
ENTERTAINMENT,4.2
ENTERTAINMENT,3.1
ENTERTAINMENT,4.6
ENTERTAINMENT,4.2
ENTERTAINMENT,4.3
ENTERTAINMENT,4.3
ENTERTAINMENT,4.1
ENTERTAINMENT,3.8
ENTERTAINMENT,3.4
ENTERTAINMENT,4.3
ENTERTAINMENT,4.4
ENTERTAINMENT,4.4
ENTERTAINMENT,4.0
ENTERTAINMENT,3.7
ENTERTAINMENT,3.9
ENTERTAINMENT,4.5
ENTERTAINMENT,4.4
ENTERTAINMENT,4.3
ENTERTAINMENT,4.2
ENTERTAINMENT,4.2
ENTERTAINMENT,4.5
ENTERTAINMENT,4.7
ENTERTAINMENT,4.5
ENTERTAINMENT,4.5
ENTERTAINMENT,3.4
ENTERTAINMENT,4.2
ENTERTAINMENT,4.3
ENTERTAINMENT,4.2
ENTERTAINMENT,4.6
ENTERTAINMENT,4.1
ENTERTAINMENT,4.2
ENTERTAINMENT,4.2
ENTERTAINMENT,4.3
ENTERTAINMENT,4.4
ENTERTAINMENT,3.9
ENTERTAINMENT,4.1
ENTERTAINMENT,4.3
ENTERTAINMENT,4.6
ENTERTAINMENT,3.6
ENTERTAINMENT,4.3
ENTERTAINMENT,4.3
ENTERTAINMENT,4.1
ENTERTAINMENT,4.1
ENTERTAINMENT,4.2
ENTERTAINMENT,3.9
ENTERTAINMENT,4.2
ENTERTAINMENT,3.7
ENTERTAINMENT,4.5
ENTERTAINMENT,3.7
ENTERTAINMENT,3.8
ENTERTAINMENT,4.3
ENTERTAINMENT,3.0
ENTERTAINMENT,4.1
ENTERTAINMENT,4.2
ENTERTAINMENT,4.1
ENTERTAINMENT,3.9
ENTERTAINMENT,4.0
ENTERTAINMENT,4.4
ENTERTAINMENT,4.2
ENTERTAINMENT,4.0
ENTERTAINMENT,3.9
ENTERTAINMENT,4.0
ENTERTAINMENT,4.2
ENTERTAINMENT,4.0
ENTERTAINMENT,4.3
ENTERTAINMENT,3.9
ENTERTAINMENT,4.5
ENTERTAINMENT,4.1
ENTERTAINMENT,4.5
ENTERTAINMENT,3.6
ENTERTAINMENT,3.8
ENTERTAINMENT,3.7
ENTERTAINMENT,3.8
ENTERTAINMENT,3.7
ENTERTAINMENT,4.1
ENTERTAINMENT,3.7
ENTERTAINMENT,3.9
ENTERTAINMENT,3.9
ENTERTAINMENT,3.9
ENTERTAINMENT,4.1
ENTERTAINMENT,3.9
ENTERTAINMENT,4.2
ENTERTAINMENT,4.3
ENTERTAINMENT,4.6
ENTERTAINMENT,4.3
ENTERTAINMENT,4.6
ENTERTAINMENT,4.5
ENTERTAINMENT,4.6
ENTERTAINMENT,3.9
ENTERTAINMENT,4.2
ENTERTAINMENT,4.4
ENTERTAINMENT,4.2
ENTERTAINMENT,4.3
ENTERTAINMENT,4.6
ENTERTAINMENT,4.3
ENTERTAINMENT,4.5
EVENTS,4.0
EVENTS,4.0
EVENTS,4.5
EVENTS,4.5
EVENTS,4.0
EVENTS,4.0
EVENTS,4.2
EVENTS,4.4
EVENTS,4.6
EVENTS,4.173243045387998
EVENTS,4.6
EVENTS,4.1
EVENTS,4.6
EVENTS,4.4
EVENTS,4.6
EVENTS,4.9
EVENTS,4.5
EVENTS,4.6
EVENTS,4.7
EVENTS,4.3
EVENTS,4.173243045387998
EVENTS,4.173243045387998
EVENTS,4.2
EVENTS,4.3
EVENTS,5.0
EVENTS,4.4
EVENTS,5.0
EVENTS,4.5
EVENTS,4.173243045387998
EVENTS,4.173243045387998
EVENTS,4.173243045387998
EVENTS,4.5
EVENTS,4.8
EVENTS,4.4
EVENTS,5.0
EVENTS,4.173243045387998
EVENTS,3.7
EVENTS,4.173243045387998
EVENTS,4.1
EVENTS,4.173243045387998
EVENTS,4.8
EVENTS,4.173243045387998
EVENTS,4.173243045387998
EVENTS,4.6
FINANCE,4.4
FINANCE,4.4
FINANCE,3.6
FINANCE,3.7
FINANCE,3.8
FINANCE,4.2
FINANCE,4.2
FINANCE,4.2
FINANCE,3.3
FINANCE,3.4
FINANCE,4.3
FINANCE,4.2
FINANCE,4.7
FINANCE,4.1
FINANCE,4.7
FINANCE,4.0
FINANCE,3.6
FINANCE,4.0
FINANCE,3.6
FINANCE,4.3
FINANCE,4.2
FINANCE,4.2
FINANCE,4.1
FINANCE,4.0
FINANCE,4.1
FINANCE,4.4
FINANCE,4.7
FINANCE,4.5
FINANCE,4.3
FINANCE,4.6
FINANCE,4.3
FINANCE,4.0
FINANCE,4.5
FINANCE,4.5
FINANCE,3.6
FINANCE,4.2
FINANCE,4.1
FINANCE,3.5
FINANCE,4.4
FINANCE,4.0
FINANCE,4.5
FINANCE,4.2
FINANCE,4.6
FINANCE,4.2
FINANCE,4.8
FINANCE,4.5
FINANCE,4.2
FINANCE,4.3
FINANCE,4.4
FINANCE,4.4
FINANCE,4.6
FINANCE,4.6
FINANCE,4.6
FINANCE,4.4
FINANCE,4.3
FINANCE,4.2
FINANCE,4.2
FINANCE,3.8
FINANCE,4.5
FINANCE,4.6
FINANCE,4.6
FINANCE,4.7
FINANCE,4.6
FINANCE,4.6
FINANCE,3.8
FINANCE,4.3
FINANCE,4.3
FINANCE,4.5
FINANCE,4.6
FINANCE,4.6
FINANCE,4.7
FINANCE,4.5
FINANCE,4.4
FINANCE,3.9
FINANCE,4.5
FINANCE,4.6
FINANCE,4.1
FINANCE,4.5
FINANCE,4.4
FINANCE,4.5
FINANCE,4.6
FINANCE,4.2
FINANCE,4.4
FINANCE,4.1
FINANCE,3.9
FINANCE,4.5
FINANCE,3.7
FINANCE,4.1
FINANCE,4.4
FINANCE,4.6
FINANCE,4.3
FINANCE,4.3
FINANCE,4.4
FINANCE,4.3
FINANCE,4.4
FINANCE,4.1
FINANCE,4.4
FINANCE,4.2
FINANCE,4.3
FINANCE,4.3
FINANCE,3.9
FINANCE,4.1
FINANCE,4.1
FINANCE,4.2
FINANCE,4.5
FINANCE,4.7
FINANCE,4.4
FINANCE,4.6
FINANCE,4.6
FINANCE,4.3
FINANCE,4.0
FINANCE,4.4
FINANCE,4.6
FINANCE,4.2
FINANCE,4.1
FOOD_AND_DRINK,3.6
FOOD_AND_DRINK,4.173243045387998
FOOD_AND_DRINK,4.1
FOOD_AND_DRINK,4.6
FOOD_AND_DRINK,4.173243045387998
FOOD_AND_DRINK,4.7
FOOD_AND_DRINK,4.7
FOOD_AND_DRINK,4.7
FOOD_AND_DRINK,4.7
FOOD_AND_DRINK,4.1
FOOD_AND_DRINK,3.4
FOOD_AND_DRINK,3.8
FOOD_AND_DRINK,3.7
FOOD_AND_DRINK,4.2
FOOD_AND_DRINK,3.1
FOOD_AND_DRINK,3.5
FOOD_AND_DRINK,4.7
FOOD_AND_DRINK,4.5
FOOD_AND_DRINK,4.2
FOOD_AND_DRINK,4.3
FOOD_AND_DRINK,4.0
FOOD_AND_DRINK,4.5
FOOD_AND_DRINK,4.6
FOOD_AND_DRINK,4.7
FOOD_AND_DRINK,4.1
FOOD_AND_DRINK,4.3
FOOD_AND_DRINK,3.8
FOOD_AND_DRINK,4.4
FOOD_AND_DRINK,4.3
FOOD_AND_DRINK,4.2
FOOD_AND_DRINK,4.3
FOOD_AND_DRINK,3.8
FOOD_AND_DRINK,4.3
FOOD_AND_DRINK,3.7
FOOD_AND_DRINK,4.5
FOOD_AND_DRINK,3.6
FOOD_AND_DRINK,4.8
FOOD_AND_DRINK,3.3
FOOD_AND_DRINK,4.7
FOOD_AND_DRINK,4.6
FOOD_AND_DRINK,4.6
FOOD_AND_DRINK,3.4
FOOD_AND_DRINK,4.6
FOOD_AND_DRINK,4.0
FOOD_AND_DRINK,4.1
FOOD_AND_DRINK,4.5
FOOD_AND_DRINK,4.4
FOOD_AND_DRINK,4.5
FOOD_AND_DRINK,4.0
FOOD_AND_DRINK,4.1
FOOD_AND_DRINK,4.5
FOOD_AND_DRINK,4.6
FOOD_AND_DRINK,4.1
FOOD_AND_DRINK,4.5
FOOD_AND_DRINK,4.6
FOOD_AND_DRINK,4.5
FOOD_AND_DRINK,4.3
FOOD_AND_DRINK,3.6
FOOD_AND_DRINK,4.4
FOOD_AND_DRINK,4.6
FOOD_AND_DRINK,4.1
FOOD_AND_DRINK,4.3
FOOD_AND_DRINK,3.9
FOOD_AND_DRINK,4.1
FOOD_AND_DRINK,4.3
FOOD_AND_DRINK,4.7
FOOD_AND_DRINK,4.6
FOOD_AND_DRINK,4.4
FOOD_AND_DRINK,4.2
FOOD_AND_DRINK,4.5
FOOD_AND_DRINK,4.2
FOOD_AND_DRINK,4.5
FOOD_AND_DRINK,4.5
FOOD_AND_DRINK,4.3
FOOD_AND_DRINK,4.0
HEALTH_AND_FITNESS,4.8
HEALTH_AND_FITNESS,4.0
HEALTH_AND_FITNESS,4.9
HEALTH_AND_FITNESS,4.8
HEALTH_AND_FITNESS,4.9
HEALTH_AND_FITNESS,4.8
HEALTH_AND_FITNESS,4.4
HEALTH_AND_FITNESS,3.3
HEALTH_AND_FITNESS,4.7
HEALTH_AND_FITNESS,4.6
HEALTH_AND_FITNESS,4.8
HEALTH_AND_FITNESS,4.8
HEALTH_AND_FITNESS,4.8
HEALTH_AND_FITNESS,4.5
HEALTH_AND_FITNESS,4.4
HEALTH_AND_FITNESS,4.5
HEALTH_AND_FITNESS,4.5
HEALTH_AND_FITNESS,4.5
HEALTH_AND_FITNESS,4.8
HEALTH_AND_FITNESS,3.9
HEALTH_AND_FITNESS,4.6
HEALTH_AND_FITNESS,4.5
HEALTH_AND_FITNESS,4.5
HEALTH_AND_FITNESS,4.7
HEALTH_AND_FITNESS,4.7
HEALTH_AND_FITNESS,4.4
HEALTH_AND_FITNESS,4.2
HEALTH_AND_FITNESS,3.9
HEALTH_AND_FITNESS,4.2
HEALTH_AND_FITNESS,4.4
HEALTH_AND_FITNESS,4.6
HEALTH_AND_FITNESS,4.6
HEALTH_AND_FITNESS,4.2
HEALTH_AND_FITNESS,4.5
HEALTH_AND_FITNESS,4.7
HEALTH_AND_FITNESS,4.5
HEALTH_AND_FITNESS,4.5
HEALTH_AND_FITNESS,3.7
HEALTH_AND_FITNESS,4.5
HEALTH_AND_FITNESS,4.6
HEALTH_AND_FITNESS,4.6
HEALTH_AND_FITNESS,4.7
HEALTH_AND_FITNESS,4.5
HEALTH_AND_FITNESS,4.5
HEALTH_AND_FITNESS,4.6
HEALTH_AND_FITNESS,4.0
HEALTH_AND_FITNESS,4.3
HEALTH_AND_FITNESS,4.4
HEALTH_AND_FITNESS,4.5
HEALTH_AND_FITNESS,4.2
HEALTH_AND_FITNESS,4.6
HEALTH_AND_FITNESS,4.9
HEALTH_AND_FITNESS,4.5
HEALTH_AND_FITNESS,4.6
